암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,병원홈페이지,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,조산사 인원수,좌표(X),좌표(Y)
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzUxIyQxIyQ1IyQ3OSQzNjEwMDIjODEjJDEjJDIjJDgz,사당한의원,93,한의원,110000,서울,110008,동작구,사당동,07008,"서울특별시 동작구 동작대로25길 37, (사당동)",02-599-1772,,1993-07-19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.9805004,37.4854574
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxOTYxIzMxIyQyIyQ3IyQwMCQyNjE0ODEjODEjJDEjJDYjJDgz,사라한의원,93,한의원,110000,서울,110001,강남구,논현동,06119,"서울특별시 강남구 강남대로 502, 서희빌딩 5층 일부 (논현동)",02-532-1210,,2012-08-17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.0236892,37.5071435
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQxIyQ3IyQ5MiQzNjEwMDIjODEjJDEjJDYjJDgz,사람과한의원,93,한의원,110000,서울,110008,동작구,대방동,06953,"서울특별시 동작구 상도로 81, 6층 (대방동)",02-814-8875,,2012-05-23,3,0,0,0,0,0,0,0,0,3,0,0,0,0,126.9295669,37.499959
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxNzAyIzIxIyQyIyQ1IyQwMCQzNjEyMjIjNjEjJDEjJDgjJDgz,사랑나눔한의원,93,한의원,110000,서울,110018,송파구,신천동,05507,"서울특별시 송파구 올림픽로 435, 311호 (신천동, 파크리오)",02-456-9990,,2009-02-20,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1086482,37.5212331
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQxIyQzIyQ5MiQ0NjE0ODEjNzEjJDEjJDgjJDgz,사랑방한의원,93,한의원,110000,서울,110006,도봉구,방학동,01314,"서울특별시 도봉구 시루봉로15길 36, (방학동)",02-3493-0075,,2009-02-25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.0321115,37.6687032
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMzUxIzExIyQxIyQ3IyQ2MiQ0NjEwMDIjNTEjJDEjJDIjJDgz,사랑의한의원,93,한의원,110000,서울,110002,강동구,천호동,05318,"서울특별시 강동구 상암로 44, 유정빌딩 2층 (천호동)",02-476-7557,,2007-05-28,1,0,0,0,0,0,0,0,0,0,0,0,1,0,127.1283192,37.5496483
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMTkxIzIxIyQxIyQ5IyQ4OSQ0NjE0ODEjODEjJDEjJDYjJDgz,사랑이꽃피는한의원,93,한의원,110000,서울,110003,강서구,가양동,07532,"서울특별시 강서구 허준로 198, 301호 (가양동, 가양프라자)",02-3665-7488,,2000-10-23,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.8602635,37.5613029
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxNzAyIzUxIyQxIyQ1IyQxMyQ0NjE0ODEjNjEjJDEjJDAjJDgz,사랑채한의원,93,한의원,110000,서울,110017,중구,중림동,04502,"서울특별시 중구 만리재로35길 47-4, 충남여관 3층 (중림동)",02-392-1075,,2006-04-18,1,0,0,0,0,0,0,0,0,0,0,0,1,0,126.9677079,37.5573694
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxOTYxIzExIyQxIyQzIyQ2MiQzNjEyMjIjNzEjJDEjJDgjJDgz,사랑채한의원,93,한의원,110000,서울,110004,관악구,신림동,08860,"서울특별시 관악구 난곡로 92-1, 2층 (신림동)",02-885-7975,,2009-04-02,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.9192015,37.4636233
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxOTYxIzExIyQxIyQzIyQ4MiQ0NjEwMDIjNjEjJDEjJDgjJDgz,사랑채한의원,93,한의원,110000,서울,110003,강서구,등촌동,07591,"서울특별시 강서구 공항대로 329, (등촌동)",02-3664-7500,,2007-12-27,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.8443543,37.5582758
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzExIyQxIyQzIyQ4MiQzNjE0ODEjNDEjJDEjJDgjJDgz,사랑채한의원,93,한의원,110000,서울,110015,은평구,신사동,03449,"서울특별시 은평구 은평로 56, 안건빌딩 2층 (신사동)",02-306-8899,,2018-11-07,1,0,0,0,0,0,0,0,0,0,0,0,1,0,126.9141167,37.5985424
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkMzgxNzAyIzIxIyQyIyQ1IyQwMCQzNjE4MzIjNjEjJDEjJDgjJDgz,사랑한의원,93,한의원,110000,서울,110018,송파구,잠실동,05563,"서울특별시 송파구 올림픽로12길 34, (잠실동,2층)",02-421-8877,,2010-05-24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.0833439,37.508607
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzMxIyQxIyQzIyQ5MiQyNjE0ODEjNzEjJDEjJDgjJDgz,사랑한의원,93,한의원,110000,서울,110014,용산구,한강로2가,04376,"서울특별시 용산구 한강대로 115, 대우디오빌 207~209호 (한강로2가)",02-797-8775,,2022-07-07,1,0,0,0,0,0,0,0,0,0,0,0,1,0,126.9684257,37.5302767
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMzUxIzExIyQxIyQ3IyQ4MiQzNjE4MzIjNDEjJDEjJDgjJDgz,사려깊은한의원,93,한의원,110000,서울,110007,동대문구,전농동,02552,"서울특별시 동대문구 답십리로 83, 3층 (전농동)",02-2212-8676,,2016-08-30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,127.0501015,37.5748889
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzExIyQxIyQ3IyQ5MiQzNjEwMDIjNTEjJDEjJDIjJDgz,사마리아한의원,93,한의원,110000,서울,110017,중구,서소문동,04515,"서울특별시 중구 서소문로 133, 송하빌딩 6층 (서소문동)",02-980-5406,,2024-04-18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.9755504,37.5638953
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQxIyQxIyQxMyQyNjEyMjIjNDEjJDEjJDQjJDgz,사상지앤미한의원,93,한의원,110000,서울,110024,강북구,수유동,01102,"서울특별시 강북구 삼양로77길 2, 2층 (수유동)",02-980-7744,,1995-03-11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.0175533,37.6305376
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzMxIyQxIyQ3IyQxMyQ0NjE0ODEjNjEjJDEjJDAjJDgz,사암늘쾌차한의원,93,한의원,110000,서울,110012,성북구,성북동1가,02880,"서울특별시 성북구 창경궁로 323, 301호 (성북동1가, 휴아름스튜디오)",742-3278,,2006-09-06,2,0,0,0,0,0,0,0,0,1,0,0,1,0,127.005422,37.5884636
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxOTYxIzUxIyQxIyQ1IyQ2MiQzNjEyMjIjNjEjJDEjJDAjJDgz,사암당한의원,93,한의원,110000,서울,110002,강동구,길동,05352,"서울특별시 강동구 양재대로 1464, 남경빌딩 1,2층 (길동)",02-475-5575,,2018-03-05,5,0,0,0,0,0,0,0,0,5,0,0,0,0,127.1397964,37.5365062
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxOTYxIzUxIyQxIyQ1IyQ5MiQyNjEwMDIjNjEjJDEjJDQjJDgz,사암당한의원,93,한의원,110000,서울,110019,중랑구,상봉동,02148,"서울특별시 중랑구 면목로 490, 3, 4층 (상봉동, 상봉타워)",02-491-1515,,2018-04-19,7,0,0,0,0,0,0,0,0,7,0,0,0,0,127.086089,37.5956441
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzIxIyQxIyQ5IyQwMyQzNjE4MzIjNjEjJDEjJDQjJDgz,사암당한의원,93,한의원,110000,서울,110005,구로구,구로동,08304,"서울특별시 구로구 도림천로 344, 1층 일부호 (구로동, 대림2차우성아파트)",02-837-3383,,2021-07-01,7,0,0,0,0,0,0,0,0,7,0,0,0,0,126.8939111,37.493885
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzMxIyQxIyQ3IyQ5OSQyNjE0ODEjNzEjJDEjJDgjJDgz,사암당한의원,93,한의원,110000,서울,110015,은평구,역촌동,03421,"서울특별시 은평구 연서로 9, 1,2층 (역촌동, 센타폴리스)",02-387-7277,,2022-11-21,7,0,0,0,0,0,0,0,0,7,0,0,0,0,126.9156678,37.6001182
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzMxIyQxIyQ3IyQwMyQyNjE0ODEjNDEjJDEjJDgjJDgz,사암당한의원,93,한의원,110000,서울,110001,강남구,도곡동,06274,"서울특별시 강남구 남부순환로377길 7, 지1층,1층,2층 (도곡동, 비젠빌딩)",02-2038-8304,,2023-04-17,8,0,0,0,0,0,0,0,0,8,0,0,0,0,127.0449143,37.4869192
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzUxIyQxIyQ1IyQ2MiQyNjE4MzIjNjEjJDEjJDQjJDgz,사암당한의원,93,한의원,110000,서울,110003,강서구,내발산동,07646,"서울특별시 강서구 공항대로 290, 1,3층 102,303,304호 (내발산동)",02-6095-5500,,2025-02-11,2,0,0,0,0,0,0,0,0,2,0,0,0,0,126.8397804,37.5581233
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxNzAyIzExIyQxIyQzIyQxMyQzNjE4MzIjNTEjJDEjJDIjJDgz,사암당한의원,93,한의원,110000,서울,110022,노원구,상계동,01751,"서울특별시 노원구 노해로 488, 근호빌딩 8층 (상계동)",02-6242-0550,,2026-02-06,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.0621841,37.6543238
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkMzgxNzAyIzExIyQxIyQzIyQ5OSQzNjE0ODEjNjEjJDEjJDQjJDgz,사암은성한의원,93,한의원,110000,서울,110019,중랑구,면목동,02161,"서울특별시 중랑구 겸재로 193-1, (면목동)",02-434-4325,,1969-11-12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,127.0892367,37.5889193
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMzUxIzExIyQxIyQ3IyQ2MiQyNjE4MzIjNTEjJDEjJDYjJDgz,사암한의원,93,한의원,110000,서울,110015,은평구,대조동,03397,"서울특별시 은평구 통일로 717, 2층 (대조동)",02-1644-1035,http://www.zhozic.com/,2009-10-21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.9302838,37.6097069
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMzUxIzMxIyQxIyQzIyQ3MiQ0NjE0ODEjNzEjJDEjJDgjJDgz,사월의봄한의원,93,한의원,110000,서울,110010,서대문구,대현동,03766,"서울특별시 서대문구 이화여대길 59, 4층 403호 (대현동)",02-706-8275,http://www.sawolbom.com,2009-09-14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.9451747,37.5589854
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNTEjJDEjJDYjJDgz,산동한의원,93,한의원,110000,서울,110009,마포구,신수동,04088,"서울특별시 마포구 토정로 219, (신수동)",02-716-6993,,1983-05-07,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.9353102,37.545007
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxOTYxIzIxIyQxIyQxIyQ5MiQyNjEwMDIjNDEjJDEjJDgjJDgz,산들부부한의원,93,한의원,110000,서울,110009,마포구,아현동,04116,"서울특별시 마포구 굴레방로 17, 3층 (아현동, 청원빌딩)",02-313-3275,,2014-10-13,2,0,0,0,0,0,0,0,0,2,0,0,0,0,126.9555606,37.5556408
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxOTYxIzIxIyQxIyQ1IyQ4OSQzNjEyMjIjNjEjJDEjJDAjJDgz,산들한의원,93,한의원,110000,서울,110007,동대문구,전농동,02552,"서울특별시 동대문구 답십리로 77, (전농동)",02-2244-0675,,2015-02-12,2,0,0,0,0,0,0,0,0,0,0,0,2,0,127.0496237,37.575107
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMzUxIzUxIyQxIyQxIyQ5OSQzNjE4MzIjNjEjJDEjJDgjJDgz,산마루한의원,93,한의원,110000,서울,110019,중랑구,망우동,02066,"서울특별시 중랑구 망우로 463, (망우동, 화창빌딩)",02-438-1075,,2007-02-23,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.103649,37.600664
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkMzgxNzAyIzUxIyQxIyQ1IyQ4OSQyNjEwMDIjNDEjJDEjJDgjJDgz,산수한의원,93,한의원,110000,서울,110008,동작구,흑석동,06979,"서울특별시 동작구 흑석한강로 2, 406,407호 (흑석동, 흑석한강센트레빌상가)",02-591-1075,,2008-05-30,2,0,0,0,0,0,0,0,0,2,0,0,0,0,126.9665178,37.5065984
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxNzAyIzIxIyQxIyQ1IyQ4OSQyNjE0ODEjNTEjJDEjJDIjJDgz,산우애한의원,93,한의원,110000,서울,110006,도봉구,창동,01415,"서울특별시 도봉구 노해로 389, (창동)",02-908-8575,,2003-10-02,1,0,0,0,0,0,0,0,0,0,0,0,1,0,127.0513599,37.6527733
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkMzgxNzAyIzUxIyQyIyQ1IyQwMCQzNjEyMjIjNjEjJDEjJDgjJDgz,살구숲한의원,93,한의원,110000,서울,110021,서초구,서초동,06734,"서울특별시 서초구 서운로 18, 2층 (서초동, 영진빌딩)",02-477-9888,,2013-04-05,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.0298331,37.4856522
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzMxIyQxIyQzIyQ3OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,살림의료복지사회적협동조합 살림한의원,93,한의원,110000,서울,110015,은평구,역촌동,03415,"서울특별시 은평구 갈현로12길 17-1, 1층 (역촌동)",070-5121-6685,,2021-11-10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.9125102,37.6065453
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQxIyQ5OSQyNjE4MzIjNjEjJDEjJDgjJDgz,삼기당한의원,93,한의원,110000,서울,110011,성동구,행당동,04760,"서울특별시 성동구 마조로 25, 3층 (행당동)",02-2295-0239,http://www.samgidang.co.kr/,1986-10-17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.0409426,37.5600682
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxOTYxIzIxIyQxIyQxIyQ2MiQzNjEyMjIjNDEjJDEjJDQjJDgz,삼대국민한의원,93,한의원,110000,서울,110001,강남구,대치동,06179,"서울특별시 강남구 테헤란로88길 10, 신안메트로칸 201호,204호,B05호(지하1층) (대치동)",02-1588-7688,,2014-09-16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.0594706,37.5068487
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxOTYxIzUxIyQxIyQxIyQxMyQzNjEyMjIjNjEjJDEjJDAjJDgz,삼대심신한의원,93,한의원,110000,서울,110002,강동구,성내동,05392,"서울특별시 강동구 성내로 11, (성내동)",02-6954-0815,,2011-06-02,1,0,0,0,0,0,0,0,0,0,0,0,1,0,127.1221842,37.5305106
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxNzAyIzUxIyQxIyQ1IyQ5MiQyNjEyMjIjNDEjJDEjJDgjJDgz,삼대한의원,93,한의원,110000,서울,110002,강동구,강일동,05211,"서울특별시 강동구 아리수로 427, 5층 501호 (강일동)",02-486-3030,http://,2012-11-13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1746155,37.5649683
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMzUxIzUxIyQxIyQxIyQ3MiQzNjE0ODEjNTEjJDEjJDYjJDgz,삼대한의원,93,한의원,110000,서울,110025,금천구,독산동,08544,"서울특별시 금천구 시흥대로138길 33, 2층 (독산동)",02-854-7575,,1990-06-12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.9005441,37.4727549
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzUxIyQxIyQxIyQ4OSQ0NjE0ODEjODEjJDEjJDYjJDgz,삼백초한의원,93,한의원,110000,서울,110009,마포구,염리동,04139,"서울특별시 마포구 숭문길 58, 염리삼성래미안 2층 204, 205호 (염리동)",717-7599,,2002-05-23,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.945825,37.5491185
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxNzAyIzIxIyQyIyQ1IyQwMCQyNjE4MzIjNDEjJDEjJDgjJDgz,삼보한의원,93,한의원,110000,서울,110004,관악구,봉천동,08735,"서울특별시 관악구 관악로30길 12, 201호 (봉천동, 우성타운상가)",02-874-8275,,2003-04-07,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.9595888,37.485396
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQxIyQ1IyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz,삼선당한의원,93,한의원,110000,서울,110016,종로구,계동,03059,"서울특별시 종로구 계동길 5, 3층 (계동)",02-733-0013,,2013-09-17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.986378,37.5773978
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMTkxIzUxIyQxIyQxIyQxMyQ0NjE0ODEjNTEjJDEjJDIjJDgz,삼성경희한의원,93,한의원,110000,서울,110004,관악구,신림동,08861,"서울특별시 관악구 난곡로 60, 201호 (신림동, 산타플러스빌딩)",02-851-1557,,2002-04-02,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.9194101,37.4608401
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkMzgxNzAyIzIxIyQxIyQ1IyQ3OSQzNjE0ODEjNDEjJDEjJDQjJDgz,삼성경희한의원,93,한의원,110000,서울,110001,강남구,대치동,06181,"서울특별시 강남구 테헤란로 532, 3층 (대치동)",539-8275,http://www.821075.com/renewal/recommend/list.php,2007-04-05,1,0,0,0,0,0,0,0,0,0,0,0,1,0,127.0622887,37.5082158
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzMxIyQxIyQ3IyQwMyQ0NjE0ODEjNjEjJDEjJDgjJDgz,삼성동경희한의원,93,한의원,110000,서울,110001,강남구,삼성동,06090,"서울특별시 강남구 학동로68길 7, 삼성동힐스테이트 3층 302호 (삼성동)",,,2023-05-02,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.0467466,37.5176368
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzMxIyQxIyQ3IyQ2MiQ0NjE0ODEjNzEjJDEjJDgjJDgz,삼성맑은의원한의원,93,한의원,110000,서울,110012,성북구,길음동,02720,"서울특별시 성북구 길음로 33, 상가B동 지1층 제2,3,4,5호 (길음동, 길음뉴타운)",02-912-3500,,2023-02-01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.0194894,37.6072048
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzIxIyQxIyQxIyQ2MiQzNjE0ODEjODEjJDEjJDYjJDgz,삼성부부한의원,93,한의원,110000,서울,110003,강서구,화곡동,07741,"서울특별시 강서구 곰달래로59길 16, 2층 (화곡동)",02-2652-3375,,2011-09-01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.8631425,37.5330881
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMzUxIzUxIyQxIyQ1IyQ2MiQ0NjEwMDIjNTEjJDEjJDYjJDgz,삼성제일한의원,93,한의원,110000,서울,110018,송파구,잠실동,05564,"서울특별시 송파구 석촌호수로 80, 송천빌딩 3층 (잠실동)",02-538-3003,http://www.삼성제일한의원.kr,2013-05-14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.086342,37.5091242
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQ5IyQ3OSQyNjEwMDIjNTEjJDEjJDYjJDgz,삼성한의원,93,한의원,110000,서울,110009,마포구,도화동,04168,"서울특별시 마포구 도화길 29, 3층 (도화동)",02-719-0020,http://www.maposamsung.co.kr,2002-05-29,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.9491492,37.5408971
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMTkxIzQxIyQyIyQ3IyQwMCQyNjE0ODEjNzEjJDEjJDgjJDgz,삼성한의원,93,한의원,110000,서울,110015,은평구,역촌동,03404,"서울특별시 은평구 서오릉로 71, 2층 (역촌동, 영화마스타골프랜드)",02-356-2075,,2003-05-06,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.9219692,37.607015
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxNzAyIzIxIyQyIyQxIyQwMCQzNjE0ODEjNTEjJDEjJDYjJDgz,삼성한의원,93,한의원,110000,서울,110003,강서구,화곡동,07700,"서울특별시 강서구 화곡로 199, 2층 (화곡동)",02-2607-7588,,2003-08-26,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.8428784,37.5435694
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQxIyQzIyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz,삼송도추한의원,93,한의원,110000,서울,110008,동작구,노량진동,06925,"서울특별시 동작구 장승배기로 116, 1,2,3층 (노량진동)",02-816-1313,,2004-10-28,2,0,0,0,0,0,0,0,0,2,0,0,0,0,126.9402633,37.5078942
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzUxIyQxIyQ1IyQ3OSQ0NjE0ODEjODEjJDEjJDIjJDgz,삼송한의원,93,한의원,110000,서울,110022,노원구,공릉동,01840,"서울특별시 노원구 동일로 1078, 2층 (공릉동)",02-978-8041,,1998-06-08,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.0730794,37.6261429
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkMzgxNzAyIzMxIyQxIyQzIyQ3OSQyNjEwMDIjODEjJDEjJDIjJDgz,삼양으뜸한의원,93,한의원,110000,서울,110024,강북구,미아동,01194,"서울특별시 강북구 솔샘로 254, (미아동)",02-980-7510,,2008-10-13,2,0,0,0,0,0,0,0,0,2,0,0,0,0,127.0207598,37.6193358
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxNzAyIzMxIyQxIyQ3IyQ3OSQzNjE4MzIjNDEjJDEjJDgjJDgz,삼익당한의원,93,한의원,110000,서울,110014,용산구,용문동,04363,"서울특별시 용산구 효창원로42길 23, 1층 (용문동)",02-706-3535,,2005-01-14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.9603108,37.5363487
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzMxIyQyIyQzIyQwMCQyNjEwMDIjNzEjJDEjJDgjJDgz,삼인당한의원,93,한의원,110000,서울,110001,강남구,도곡동,06267,"서울특별시 강남구 강남대로44길 22, 2층 (도곡동)",02-3463-4043,,1995-01-18,2,0,0,0,0,0,0,0,0,2,0,0,0,0,127.0355012,37.4861091
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzUxIyQxIyQ1IyQwMyQyNjE4MzIjNjEjJDEjJDAjJDgz,삼전경희한의원,93,한의원,110000,서울,110018,송파구,삼전동,05605,"서울특별시 송파구 백제고분로 207, 3층 (삼전동, 제이플레이스)",02-6956-1945,,2025-05-29,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.0898322,37.5041866
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxNzAyIzMxIyQxIyQzIyQwMyQzNjEwMDIjNzEjJDEjJDgjJDgz,삼정한의원,93,한의원,110000,서울,110001,강남구,개포동,06306,"서울특별시 강남구 개포로 221, 네비스빌딩 5층 (개포동)",02-518-3075,http://www.samjungs.com/,2011-08-26,1,0,0,0,0,0,0,0,0,0,0,0,1,0,127.0471037,37.4789212
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxNzAyIzUxIyQyIyQ1IyQwMCQzNjE0ODEjODEjJDEjJDIjJDgz,삼정한의원,93,한의원,110000,서울,110008,동작구,사당동,07024,"서울특별시 동작구 동작대로7길 100, (사당동)",02-581-8575,,2019-12-30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.9775506,37.4771659
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMTkxIzMxIyQxIyQ3IyQ3MiQzNjEyMjIjNjEjJDEjJDAjJDgz,삼족오한의원,93,한의원,110000,서울,110018,송파구,석촌동,05689,"서울특별시 송파구 송파대로43길 15, 3층 (석촌동)",02-421-7682,,2001-10-10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1061649,37.5035328
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzUxIyQxIyQxIyQ5OSQyNjEwMDIjODEjJDEjJDYjJDgz,삼진한의원,93,한의원,110000,서울,110019,중랑구,중화동,02094,"서울특별시 중랑구 동일로 772, (중화동)",02-433-3978,,1997-10-01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.0802426,37.5993634
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQxIyQwMyQ0NjEwMDIjODEjJDEjJDYjJDgz,삼화한의원,93,한의원,110000,서울,110015,은평구,대조동,03385,"서울특별시 은평구 연서로28길 1, (대조동)",02-385-8370,,1972-03-02,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.920595,37.6183732
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQxIyQ3OSQyNjEwMDIjNDEjJDEjJDgjJDgz,삼화한의원,93,한의원,110000,서울,110010,서대문구,충정로3가,03737,"서울특별시 서대문구 경기대로 26-7, 1층 101~102호 (충정로3가, 우리유앤미아파트)",02-363-3494,,1987-10-22,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.9626737,37.5620876
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzUxIyQxIyQxIyQ2MiQyNjE0ODEjNDEjJDEjJDQjJDgz,상계한의원,93,한의원,110000,서울,110022,노원구,상계동,01648,"서울특별시 노원구 덕릉로 738, 3층 (상계동, 정진145빌딩)",02-930-3344,,1997-01-08,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.0762488,37.6634371
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzUxIyQxIyQxIyQ4MiQzNjEwMDIjNDEjJDEjJDQjJDgz,상도팔팔한의원,93,한의원,110000,서울,110008,동작구,상도동,07044,"서울특별시 동작구 성대로 36, 2층 (상도동)",02-6956-8837,,2024-06-26,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.9331833,37.4990608
